name,category,phone,reservation,address,transportation,hours,price_range,review_based_price_range,service_charges,seating_capacity,max_guests,private_rooms,charter,smoking_policy,parking,facilities,course_menu,drinks,scenes,services,homepage,opened_date,additional_notes,diner_idx,city_name,region_name,tabelog_url,total_review_count,facebook_url,instagram_url,twitter_url,payment_card,payment_emoney,payment_qr,card_types,price_min,price_max,review_price_min,review_price_max,has_private_room,has_smoking,has_reservation,has_parking,bayesian_score,rank
龍潭,鉄板焼き、ステーキ,0980-51-1333,予約可,沖縄県名護市字喜瀬1808 ザ・ブセナテラス ノースタワー 3F,"＜那覇空港からの車でのアクセス＞
・国道58号線経由で約90分
・沖縄自動車道利用で約75分
許田I.C.より国道58号線南下5分、または屋嘉I.C.より国道58号線北上約20分","月・火・木・金・土・日

17:00 - 22:00

L.O. 21:00

水

定休日","{'Dinner': '￥20,000～￥29,999'}","{'Dinner': '￥30,000～￥39,999'}",サービス料　15%,26,,無,不可,"全席禁煙

店外に喫煙スペースあり",有,オシャレな空間、カウンター席あり、無料Wi-Fiあり,,日本酒あり、焼酎あり、ワインあり、カクテルあり,家族・子供と,お祝い・サプライズ可,https://www.terrace.co.jp/busena/restaurants_bars/ryutan.php,1997年7月10日,"【アレルゲン食材を除いたオーダーメニューについて】
鉄板焼きレストラン「龍潭」では、８大アレルゲン食材（エビ・カニ・くるみ・小麦・乳製品・卵・落花生・そば）についてメニューのご相談を承っております。ご利用1週間前までにご相談ください。
https://www.terrace.co.jp/busena/restaurants_bars/ryutan.php",47000298,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470201/47000298/,100,,https://www.instagram.com/thebusenaterrace/,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",20000,29999,30000,39999,0,2,1,1,0.3900781914512721,2034.0
藍風,喫茶店,0980-47-5583,予約不可,沖縄県国頭郡本部町伊豆味3417-6,,"月・木・金・土・日

11:00 - 17:00

火・水

定休日",{},{'Lunch': '～￥999'},,,,無,,,有,落ち着いた空間,,,知人・友人と,,https://www.aikaze.okinawa/,,,47001633,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470202/47001633/,22,,https://www.instagram.com/aikaze.okinawa/?hl=ja,,1,0,0,"['AMEX', 'Diners', 'JCB']",,,,,0,2,1,1,0.39001501497349406,2035.0
ANAラウンジ 那覇空港 国内線,その他,不明の為情報お待ちしております,予約可,沖縄県那覇市字鏡水150 那覇空港国内線ターミナル 2F,"那覇空港
ターミナルビル国内線エリア２階搭乗待合室内*（手荷物検査場通過後）に立地
＊国内線出発口「C」横


【鉄道利用】
沖縄都市モノレール（ゆいレール）「那覇空港駅」下車すぐ
＜ゆいレール主な駅から＞
・「旭橋駅」 12分
・「県庁前駅」 13分
・「牧志駅」 17分
・「おもろまち駅」 21分
・「首里駅」 29分
・「浦添前田駅」 35分
・「てだこ浦西駅」 37分","■ 営業時間
6:05～最終便出発まで","{'Dinner': '～￥999', 'Lunch': '～￥999'}",{'Lunch': '～￥999'},ANAグループ運航便・コードシェア便にANA便名で搭乗、出発前のみ利用可能。ラウンジ利用基準（ANAマイレージクラブ／ANAスーパーフライヤーズ会員ステイタス別利用基準等）はANAホームページを参照。,85,,無,不可,"全席禁煙

ラウンジ内に喫煙スペースあり",有,落ち着いた空間、席が広い、カウンター席あり、ソファー席あり、バリアフリー、無料Wi-Fiあり,,日本酒あり、焼酎あり,家族・子供と ｜ 一人で入りやすい,ドリンク持込可,https://www.ana.co.jp/ja/jp/guide/lounge/domestic/oka/,,"時間帯により混雑度が激しいので入室不可の場合や空き座席が無い場合もあります。


※那覇空港｢ANA LOUNGE｣は2019年9月3日ニューアルオープン。
＜参考：ANAプレスリリース 2019年8月30日＞
「那覇空港ANA LOUNGEのリニューアルオープンについて」
https://www.anahd.co.jp/group/pr/201908/20190830.html

＜参考：ANAプレスリリース 2019年1月22日＞
「伊丹・福岡・那覇空港の国内線ラウンジ　2月からいよいよリニューアルオープンします」
https://www.anahd.co.jp/group/pr/201901/20190122.html


◆「那覇空港旅客ターミナルビル」
＜ホームページ＞
https://www.naha-airport.co.jp/
HOME > 空港ですごす > フロアマップ
フロアマップ　2F 出発ロビー・搭乗待合室
https://www.naha-airport.co.jp/spend/map/

◆「全日空（ANA）」
＜ホームページ＞
https://www.ana.co.jp/
ANA トップページ > ガイド > ご旅行の準備 > 空港ガイド > 国内 > 那覇空港
「那覇空港 空港案内」
https://www.ana.co.jp/ja/jp/guide/prepare/airport-guide/domestic/oka/
ANA トップページ > マイレージトップ > プレミアムメンバーサービス
https://www.ana.co.jp/ja/jp/amc/premium/
ステイタス別 プレミアムメンバーサービス一覧
https://www.ana.co.jp/ja/jp/amc/premium/overview/service-comparison/
ラウンジのご利用
https://www.ana.co.jp/ja/jp/amc/premium/service/comfort/detail/#section02
ANA トップページ > ガイド > ラウンジTOP
https://www.ana.co.jp/ja/jp/guide/lounge/
ANA トップページ > ガイド > ラウンジTOP > 国内
https://www.ana.co.jp/ja/jp/guide/lounge/domestic/
「那覇空港 ANA SUITE LOUNGE」
https://www.ana.co.jp/ja/jp/guide/lounge/domestic/oka-suite/",47007553,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47007553/,216,https://www.facebook.com/ana.japan,https://www.instagram.com/ana.japan/,https://twitter.com/ANA_travel_info,1,1,1,[],,,,,0,2,1,1,0.39000614124207666,2036.0
沖縄地料理 あんがま 国際通り店,沖縄料理、居酒屋,098-867-3111,予約可,沖縄県那覇市松尾1-2-2,ゆいレール県庁前駅下車徒歩3分,"11:00 - 15:00

L.O. 14:30

17:00 - 23:00

L.O. 22:30","{'Dinner': '￥3,000～￥3,999', 'Lunch': '￥1,000～￥1,999'}","{'Dinner': '￥4,000～￥4,999', 'Lunch': '￥1,000～￥1,999'}",テーブルチャージ350円（税込）。ライブチャージ550円（税込）,300,,"有

（20～30人可、30人以上可）

1フロア貸切という対応になります！ 最大60名様まで収容可能なフロア有り！ 20名様以下の場合は、個室不可。他のお客様も一緒のお席となります。","可

（20人以下可、20人～50人可、50人以上可）",全席禁煙,無,落ち着いた空間、座敷あり、掘りごたつあり、ライブ・生演奏あり、電源あり、無料Wi-Fiあり、車椅子で入店可,飲み放題,カクテルあり,家族・子供と ｜ 知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、複数言語メニューあり（英語）,http://angama.jcc-okinawa.net/,2010年9月17日,"メニューに無い沖縄料理も、ご要望頂ければ可能な限り対応させて頂いております。
(例えば人参シリシリー等)
事前予約となりますが、ご予算がある場合相談頂ければ創作でお客様の要望に合ったプラン二ングも可能ですので、気軽にお問合せ頂ければと思います。",47007642,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47007642/,133,https://www.facebook.com/profile.php?id=100010957205370,https://www.instagram.com/angama.kokusai.street,https://twitter.com/angamakokusai?t=QYmcrHua4Q0D-kNraEO3jg&s=06,1,1,1,"['AMEX', 'JCB', 'Master', 'VISA']",3000,3999,4000,4999,1,2,1,0,0.38993619205847796,2037.0
ばーすぬ家,ピザ、喫茶店,098-855-7097,予約可,沖縄県那覇市与儀2-12-19,与儀小学校前・農協会館前バス停徒歩5分,"月・火・水・木・金・土

11:00 - 15:00
17:00 - 22:00

日

定休日",{},"{'Lunch': '￥1,000～￥1,999'}",,,,無,,,有,,,,知人・友人と,テイクアウト、デリバリー,,,,47006097,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47006097/,23,https://www.facebook.com/%E9%9A%A0%E3%82%8C%E5%AE%B6%E7%9A%84Pizza%E9%87%8E%E9%83%8E-%E3%81%B0%E3%81%99%E3%81%AC%E5%AE%B6-740238662713644,,https://twitter.com/pizza14243853,0,1,0,[],,,1000,1999,0,2,1,1,0.3899262754254119,2038.0
マクドナルド 国際通り牧志店,ハンバーガー,098-860-0719,予約可,沖縄県那覇市牧志2-3-1,牧志駅から336m,24時間営業,{},"{'Dinner': '～￥999', 'Lunch': '～￥999'}",,130,,無,不可,全席禁煙,無,カウンター席あり,,,家族・子供と ｜ 一人で入りやすい ｜ 知人・友人と,テイクアウト,http://www.mcdonalds.co.jp/,,,47007657,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47007657/,62,,,,1,1,1,[],,,,,0,2,1,0,0.38990519936165824,2039.0
どんぶりの店 志貴,丼、沖縄料理,098-859-0019,予約不可,沖縄県那覇市字鏡水150 那覇空港国内線ターミナルビル 4F,那覇空港国内線旅客ターミナルビル4F,09:00 - 20:00,"{'Dinner': '￥1,000～￥1,999', 'Lunch': '￥1,000～￥1,999'}","{'Dinner': '～￥999', 'Lunch': '￥1,000～￥1,999'}",,,,無,不可,全席禁煙,無,,,焼酎あり、カクテルあり,知人・友人と,,,,"・料金後払い
・写真撮影可能",47002033,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470103/47002033/,325,,,,1,1,1,"['AMEX', 'Diners', 'JCB']",1000,1999,1000,1999,0,2,1,0,0.3898938473581849,2040.0
沖縄そば つるまつ,沖縄そば,098-863-5758,予約不可,沖縄県那覇市松山1-12-10,県庁前駅から406m,22:00 - 08:00,{},{'Dinner': '～￥999'},,,,無,不可,"全席喫煙可

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,,,,知人・友人と,,,,,47001752,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47001752/,67,,,,1,1,1,[],,,,,0,1,1,0,0.38989276278229484,2041.0
琉球回転寿司 海來,回転寿司、ステーキ、沖縄料理,098-840-1636,予約不可,沖縄県那覇市鏡水150 那覇空港 国内線旅客ターミナルビル 4F,那覇空港国内線ターミナル,10:30 - 20:00,"{'Lunch': '￥3,000～￥3,999'}","{'Dinner': '￥3,000～￥3,999', 'Lunch': '￥3,000～￥3,999'}",,45,,無,不可,全席禁煙,有,カウンター席あり,,日本酒あり、焼酎あり、ワインあり,家族・子供と ｜ 知人・友人と,,https://ja-jp.facebook.com/mirai.ats,,窓側に６人掛けテーブル席が３つあり、離着陸する飛行機を見ることができます。,47001338,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47001338/,537,,,,1,1,1,"['AMEX', 'JCB', 'Master', 'VISA']",3000,3999,3000,3999,0,2,1,1,0.38986074562829104,2042.0
チュラカーギー,沖縄料理、居酒屋、水炊き,098-869-2848,予約可,沖縄県那覇市久茂地3-11-2,"モノレール県庁前駅より徒歩4分！駅より沖縄銀行手前の道を入り約80ｍ。公園向かい！
大きな黄色い看板が目印！！",17:30 - 03:00,"{'Dinner': '￥2,000～￥2,999'}","{'Dinner': '￥2,000～￥2,999'}",チャージ300円,45,,"有

（10～20人可）

座敷個室、最大14名！ オシャレ、ロフト席最大8名！有り！！","可

（20人～50人可、50人以上可）","全席喫煙可

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、スポーツ観戦可,飲み放題,日本酒あり、焼酎あり、ワインあり、カクテルあり,知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、テイクアウト,,,【那覇市久茂地3-11-7 2Fより移転】,47005433,久茂地,okinawa,https://tabelog.com/okinawa/A4701/A470101/47005433/,22,,,,1,1,0,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",2000,2999,2000,2999,1,1,1,0,0.38985669941087514,2043.0
とびきりステーキ,ステーキ,0980-54-1345,予約不可,沖縄県名護市大西3-20-20,,"水・木・金・土・日

11:30 - 14:00
18:00 - 20:30

月・火

定休日",{},"{'Dinner': '￥1,000～￥1,999', 'Lunch': '￥1,000～￥1,999'}",,,,無,不可,全席禁煙,有,,,,,,,,,47019538,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470201/47019538/,25,,,,1,1,1,[],,,1000,1999,0,2,1,1,0.3898251643963444,2044.0
海の恵 みなとまち店,海鮮丼、海鮮、沖縄料理,070-1063-0464,予約可,沖縄県那覇市港町2-3-8,"那覇空港より車で13分
コジマ×ビックカメラ那覇店から新港ふ頭向け、
信号4つめを右折してすぐの信号を左折、50m先左手にございます。","月・水・木・金・土・日

11:30 - 21:00

火

定休日","{'Dinner': '￥1,000～￥1,999', 'Lunch': '～￥999'}",{'Lunch': '～￥999'},,56,,無,"可

（20人～50人可）","分煙

ランチタイムは禁煙となります。

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,スポーツ観戦可、電源あり,飲み放題,焼酎あり,家族・子供と,2時間半以上の宴会可、お祝い・サプライズ可、テイクアウト,https://uminomegumi.webnode.jp/,2016年10月,,47019326,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470103/47019326/,17,https://www.facebook.com/uminomegumi/,,,1,1,0,[],1000,1999,,,0,2,1,0,0.38975533119182887,2045.0
ホットット 小禄店,ピザ,098-840-1616,予約可,沖縄県那覇市田原2-8-11,小禄駅から346m,,{},{},,,,無,,,,,,,,,http://maillink.jp/shop/?sc=&s=60&m=&idm=,,,47006264,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47006264/,3,,,,1,0,0,[],,,,,0,2,1,2,0.3897380285954032,2046.0
奥共同店,その他,0980-41-8101,,沖縄県国頭郡国頭村奥113,,07:00 - 19:30,{},{'Lunch': '～￥999'},,,,無,不可,,有,,,,知人・友人と,,,,,47013990,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470203/47013990/,20,,,,0,0,0,[],,,,,0,2,2,1,0.38971891893338756,2047.0
東洋飯店 那覇店,中華料理,098-869-6103,予約可,沖縄県那覇市銘苅2-11-24,古島駅から802m,"11:00 - 23:30

L.O. 22:30",{},"{'Dinner': '￥3,000～￥3,999', 'Lunch': '￥1,000～￥1,999'}",,300,,"有

（2人可、4人可、6人可、8人可）","可

（50人以上可）","全席禁煙

喫煙専用ルームあり。喫煙室以外は全面禁煙。",有,オシャレな空間、席が広い、座敷あり,,,知人・友人と,2時間半以上の宴会可,http://www.toyohanten-okinawa.com/,,,47000541,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470103/47000541/,71,,https://www.instagram.com/toyohnaha,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",,,3000,3999,1,2,1,1,0.3896565763102718,2048.0
牛皇,焼肉、しゃぶしゃぶ、居酒屋,050-5890-8100,予約可,沖縄県那覇市久茂地2-13-14 ヨーロピアンビル　５Ｆ・６Ｆ,松山の交差点から久茂地川へ向かう途中左手にあります。ゆいレール 美栄橋駅 徒歩5分,"火・水・木・金・土・日
                        
                      
                          
                            17:00 - 01:00
                              L.O. 00:00
                          
                      
                    
                    
                        
                          月
                        
                      
                          
                            定休日","{'Dinner': '￥10,000～￥14,999'}","{'Dinner': '￥8,000～￥9,999'}",,60,,"有                
                  
                    （2人可、4人可、6人可、8人可、10～20人可、20～30人可）","可                
                  
                    （50人以上可、20人～50人可、20人以下可）","分煙
                  2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、落ち着いた空間、席が広い、カップルシートあり、電源あり、車椅子で入店可,,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる,"家族・子供と
                  ｜
                デート
                  ｜
                接待",2時間半以上の宴会可、お祝い・サプライズ可、テイクアウト、複数言語メニューあり（英語）,http://www.gyuou.com/index2.html,1994年10月,◆中国語メニュー有り◆英語メニュー有り,47001066,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47001066/,89,,,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",10000,14999,8000,9999,1,2,1,0,0.3896430322791724,2049.0
